id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,label
2497,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,119,0,0
2498,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110,0,1
2499,2,0,0,2,Not Selected,0,Room_Type 1,22,2018,7,6,Online,0,0,0,139,1,0
2500,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,0
2501,2,0,0,3,Not Selected,0,Room_Type 1,240,2018,8,18,Online,0,0,0,85.5,1,1
2502,2,0,2,3,Meal Plan 2,0,Room_Type 1,203,2018,10,6,Online,0,0,0,135.15,3,0
2503,1,0,0,2,Meal Plan 2,0,Room_Type 1,14,2017,9,17,Online,0,0,0,0,0,0
2504,2,0,1,0,Not Selected,0,Room_Type 1,96,2018,5,23,Online,0,0,0,116.1,1,0
2505,2,0,2,8,Meal Plan 1,0,Room_Type 1,17,2017,9,10,Online,0,0,0,103.5,1,1
2506,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90,0,1
2507,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2018,11,8,Corporate,0,0,0,94,0,0
2508,1,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,70,0,0
2509,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,0
2510,2,0,0,3,Not Selected,0,Room_Type 1,76,2018,4,14,Online,0,0,0,94.5,1,0
2511,2,0,1,2,Meal Plan 1,0,Room_Type 1,188,2018,11,21,Offline,0,0,0,61.88,0,0
2512,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,16,Offline,0,0,0,48,0,0
2513,2,0,1,5,Meal Plan 1,0,Room_Type 4,113,2018,7,5,Online,0,0,0,92.94,1,0
2514,2,1,1,1,Meal Plan 1,0,Room_Type 5,8,2018,5,21,Offline,0,0,0,173.8,0,0
2515,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70,0,1
2516,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,2018,6,26,Online,0,0,0,100.02,0,1
2517,1,0,1,1,Meal Plan 2,0,Room_Type 4,71,2018,10,22,Offline,0,0,0,126.5,0,0
2518,2,0,2,2,Meal Plan 1,0,Room_Type 4,49,2018,2,6,Online,0,0,0,84.45,2,0
2519,2,0,0,1,Not Selected,0,Room_Type 1,207,2018,10,4,Online,0,0,0,98.1,0,1
2520,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,12,Complementary,0,0,0,0,0,0
2521,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,20,Offline,0,0,0,58,0,0
2522,2,0,1,4,Meal Plan 2,0,Room_Type 1,108,2018,12,26,Online,0,0,0,158.4,1,1
2523,2,0,2,5,Meal Plan 1,0,Room_Type 4,68,2018,4,6,Online,0,0,0,112.2,1,0
2524,2,0,0,3,Meal Plan 1,0,Room_Type 4,38,2018,10,4,Online,0,0,0,125.55,0,1
2525,3,0,2,3,Meal Plan 1,0,Room_Type 4,256,2018,10,14,Online,0,0,0,133.11,2,1
2526,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,21,Corporate,0,0,0,65,0,0
2527,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100,1,0
2528,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75,0,0
2529,2,0,2,1,Meal Plan 1,0,Room_Type 1,7,2018,4,10,Online,0,0,0,88.27,0,0
2530,2,0,1,3,Not Selected,0,Room_Type 1,6,2018,12,15,Online,0,0,0,66.3,0,0
2531,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Online,0,0,0,75,0,1
2532,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,2018,2,17,Online,0,0,0,93.5,1,0
2533,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,0,0,0,138,0,0
2534,2,2,2,5,Meal Plan 1,0,Room_Type 6,89,2018,7,7,Online,0,0,0,183.73,1,0
2535,3,0,2,3,Meal Plan 1,0,Room_Type 4,44,2018,3,27,Online,0,0,0,135.22,1,1
2536,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,21,Corporate,1,0,13,65,1,0
2537,2,0,1,2,Meal Plan 1,0,Room_Type 1,124,2018,6,10,Online,0,0,0,126.9,2,0
2538,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,10,25,Online,0,0,0,120,2,0
2539,2,0,1,0,Meal Plan 1,0,Room_Type 1,106,2018,5,29,Offline,0,0,0,95,1,0
2540,1,0,2,1,Meal Plan 1,0,Room_Type 1,10,2017,10,4,Complementary,1,1,3,6,0,0
2541,2,0,1,1,Meal Plan 1,0,Room_Type 1,14,2018,8,15,Online,0,0,0,151,1,0
2542,2,1,0,3,Meal Plan 1,0,Room_Type 1,122,2017,7,29,Online,0,0,0,76.5,1,0
2543,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Online,0,0,0,65,0,1
2544,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,1
2545,1,0,1,0,Meal Plan 1,1,Room_Type 1,62,2018,10,23,Corporate,0,0,0,67,0,0
2546,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,1
2547,2,0,1,4,Meal Plan 1,0,Room_Type 4,138,2018,8,17,Online,0,0,0,122.4,2,0
2548,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78,0,0
2549,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Online,0,0,0,80,0,1
2550,2,0,1,2,Meal Plan 2,0,Room_Type 1,26,2018,10,17,Online,0,0,0,180,2,0
2551,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,0,0,0,130,0,1
2552,2,0,0,4,Not Selected,0,Room_Type 1,15,2017,9,9,Offline,0,0,0,58.35,1,0
2553,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Online,0,0,0,224.67,0,1
2554,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2017,12,17,Corporate,0,0,0,79,1,0
2555,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,0
2556,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2017,10,26,Offline,0,0,0,72.24,1,0
2557,2,0,2,2,Meal Plan 1,0,Room_Type 1,28,2018,7,8,Online,0,0,0,143.45,2,0
2558,2,0,1,3,Meal Plan 1,0,Room_Type 1,105,2018,7,7,Online,0,0,0,114.3,1,0
2559,2,0,1,1,Not Selected,0,Room_Type 1,32,2018,12,24,Online,0,0,0,79.2,0,1
2560,2,0,1,1,Meal Plan 1,0,Room_Type 4,196,2018,10,8,Online,0,0,0,122.4,0,1
2561,1,0,3,5,Meal Plan 1,0,Room_Type 1,10,2018,5,29,Corporate,0,0,0,110,0,0
2562,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,126,1,0
2563,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,4,5,Online,0,0,0,87.3,1,0
2564,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2017,8,24,Online,0,0,0,90,2,0
2565,3,0,2,1,Meal Plan 1,0,Room_Type 4,51,2018,5,7,Online,0,0,0,159.3,0,1
2566,2,0,2,1,Not Selected,0,Room_Type 1,45,2018,9,18,Online,0,0,0,125.1,1,0
2567,2,0,0,4,Not Selected,0,Room_Type 1,319,2018,11,29,Online,0,0,0,63.75,0,1
2568,3,0,2,0,Meal Plan 1,0,Room_Type 4,135,2018,9,25,Online,0,0,0,162,2,0
2569,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,2018,10,1,Online,0,0,0,127,2,1
2570,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,0
2571,2,0,1,3,Meal Plan 2,0,Room_Type 1,195,2018,12,1,Online,0,0,0,106.25,2,0
2572,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115,1,1
2573,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,10,23,Online,0,0,0,94.35,2,0
2574,3,0,0,5,Meal Plan 1,0,Room_Type 4,144,2018,10,4,Online,0,0,0,151.2,1,1
2575,2,0,1,2,Not Selected,0,Room_Type 1,178,2018,7,22,Online,0,0,0,88.5,0,1
2576,2,0,2,5,Meal Plan 1,0,Room_Type 4,59,2018,4,24,Online,0,0,0,118.27,1,0
2577,1,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,7,11,Online,0,0,0,127.82,1,1
2578,3,0,1,4,Meal Plan 1,0,Room_Type 4,115,2018,7,18,Online,0,0,0,141.3,0,0
2579,2,0,0,3,Meal Plan 1,0,Room_Type 1,96,2018,8,2,Complementary,0,0,0,0,1,0
2580,2,2,2,1,Meal Plan 1,0,Room_Type 6,292,2018,7,23,Online,0,0,0,158.4,1,1
2581,3,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,4,25,Offline,0,0,0,111.6,0,0
2582,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,0
2583,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,2018,2,29,Online,0,0,0,102.05,0,1
2584,2,0,2,2,Not Selected,0,Room_Type 1,148,2018,4,23,Online,0,0,0,80.75,1,0
2585,2,0,1,4,Meal Plan 1,0,Room_Type 4,12,2018,3,30,Online,0,0,0,140,0,1
2586,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,1,26,Online,0,0,0,70.07,0,0
2587,2,0,1,3,Meal Plan 1,0,Room_Type 1,69,2018,11,17,Online,0,0,0,92.23,1,0
2588,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,2018,10,10,Online,0,0,0,120,0,1
2589,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,11,10,Aviation,0,0,0,95,0,0
2590,2,0,2,2,Not Selected,0,Room_Type 1,10,2017,12,20,Online,0,0,0,52.36,1,0
2591,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,2018,2,21,Offline,0,0,0,75.8,0,0
2592,2,0,1,3,Meal Plan 1,1,Room_Type 1,25,2018,9,15,Online,0,0,0,165.5,2,0
2593,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115,1,1
2594,3,0,0,2,Meal Plan 1,0,Room_Type 4,53,2018,5,6,Online,0,0,0,159.3,3,0
2595,2,0,0,1,Not Selected,0,Room_Type 1,225,2018,11,25,Online,0,0,0,67.5,0,1
2596,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,3,23,Online,0,0,0,89.3,1,0
2597,1,0,0,4,Meal Plan 1,0,Room_Type 4,6,2018,10,26,Aviation,0,0,0,110,0,0
2598,0,2,1,2,Meal Plan 1,0,Room_Type 2,43,2018,2,5,Online,0,0,0,69.53,0,1
2599,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Online,0,0,0,65,0,1
2600,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85,1,0
2601,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,12,8,Online,0,0,0,108.67,0,0
2602,2,0,1,3,Not Selected,0,Room_Type 1,161,2018,10,31,Offline,0,0,0,59.5,0,0
2603,2,0,0,3,Meal Plan 1,0,Room_Type 2,41,2018,2,18,Online,0,0,0,72.37,0,0
2604,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,3,17,Corporate,0,0,0,50,1,0
2605,1,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,11,18,Online,0,0,0,94,1,0
2606,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110,0,1
2607,2,0,0,1,Meal Plan 1,0,Room_Type 1,113,2018,11,11,Offline,0,0,0,90,0,0
2608,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,11,18,Corporate,1,0,3,65,0,0
2609,2,0,1,2,Meal Plan 1,0,Room_Type 1,74,2018,12,30,Offline,0,0,0,145.1,0,0
2610,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90,0,1
2611,2,1,1,3,Meal Plan 1,0,Room_Type 1,23,2018,8,25,Online,0,0,0,85.6,0,1
2612,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,2,10,Online,0,0,0,80,1,0
2613,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Online,0,0,0,75,0,1
2614,2,0,0,2,Meal Plan 1,0,Room_Type 1,115,2018,7,8,Online,0,0,0,114.3,0,1
2615,2,0,2,2,Meal Plan 1,0,Room_Type 1,240,2018,9,3,Online,0,0,0,95.63,1,1
2616,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,8,Online,0,0,0,103,1,0
2617,2,0,0,1,Meal Plan 1,0,Room_Type 2,37,2018,2,13,Online,0,0,0,69.53,0,0
2618,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115,1,1
2619,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,1
2620,2,0,2,4,Meal Plan 2,0,Room_Type 1,327,2017,9,9,Offline,0,0,0,88,0,0
2621,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,1
2622,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91,0,0
2623,3,0,1,4,Meal Plan 1,0,Room_Type 4,99,2018,9,5,Online,0,0,0,168.3,0,1
2624,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75,0,0
2625,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,1
2626,2,0,2,1,Not Selected,0,Room_Type 1,10,2018,10,29,Online,0,0,0,120,3,0
2627,2,1,0,1,Meal Plan 1,0,Room_Type 2,15,2017,8,28,Complementary,0,0,0,0,4,0
2628,2,0,2,3,Meal Plan 1,0,Room_Type 1,143,2018,5,29,Online,0,0,0,99.79,0,0
2629,1,0,0,3,Meal Plan 1,0,Room_Type 1,161,2018,9,8,Online,0,0,0,116.1,0,1
2630,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,3,Online,0,0,0,145,1,0
2631,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
2632,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67,0,0
2633,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,1
2634,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,124,0,0
2635,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,9,15,Online,0,0,0,96,1,0
2636,2,1,2,3,Meal Plan 1,0,Room_Type 6,7,2018,9,9,Online,0,0,0,237,2,0
2637,2,0,2,5,Meal Plan 1,0,Room_Type 1,90,2018,6,14,Online,0,0,0,130.78,2,1
2638,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2018,6,21,Online,0,0,0,76.92,1,0
2639,1,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,90,2,1
2640,1,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,10,12,Online,0,0,0,120,1,1
2641,2,0,2,2,Meal Plan 1,0,Room_Type 1,149,2018,5,6,Online,0,0,0,99.45,0,1
2642,2,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,5,2,Online,0,0,0,140.4,0,1
2643,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,161.67,0,0
2644,2,0,2,2,Not Selected,0,Room_Type 1,71,2018,4,22,Online,0,0,0,87.13,0,1
2645,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Online,0,0,0,65,0,1
2646,1,0,2,3,Meal Plan 1,0,Room_Type 1,38,2017,10,1,Offline,0,0,0,58,1,0
2647,2,0,1,1,Meal Plan 1,0,Room_Type 1,2,2017,8,10,Online,0,0,0,98,1,0
2648,2,0,0,2,Meal Plan 1,0,Room_Type 4,92,2018,3,18,Online,0,0,0,87.3,0,0
2649,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Offline,0,0,0,91.2,0,0
2650,2,1,2,4,Meal Plan 1,0,Room_Type 4,143,2018,4,23,Online,0,0,0,101.54,2,1
2651,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,3,31,Online,0,0,0,106,1,0
2652,2,0,1,5,Meal Plan 1,0,Room_Type 4,141,2018,8,15,Online,0,0,0,124.8,0,1
2653,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,10,3,Online,0,0,0,143.03,3,0
2654,2,0,0,1,Meal Plan 1,1,Room_Type 4,124,2018,8,4,Online,0,0,0,127.8,1,0
2655,3,0,0,1,Meal Plan 1,0,Room_Type 4,12,2018,5,7,Online,0,0,0,177,1,0
2656,2,0,2,2,Meal Plan 1,0,Room_Type 1,114,2018,5,7,Online,0,0,0,75.27,0,0
2657,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76,0,0
2658,2,0,0,2,Not Selected,0,Room_Type 1,47,2018,9,9,Online,0,0,0,125.1,1,0
2659,2,0,1,1,Meal Plan 1,0,Room_Type 1,49,2018,7,23,Online,0,0,0,135.9,1,0
2660,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
2661,3,0,1,2,Meal Plan 1,1,Room_Type 4,18,2018,12,23,Online,0,0,0,191,1,0
2662,2,1,2,4,Meal Plan 1,0,Room_Type 4,199,2018,12,28,Online,0,0,0,98.18,0,1
2663,2,0,1,2,Meal Plan 1,0,Room_Type 4,6,2018,2,12,Online,0,0,0,106,2,0
2664,2,0,0,1,Not Selected,0,Room_Type 1,80,2018,4,13,Online,0,0,0,85.5,1,0
2665,3,0,1,1,Meal Plan 1,0,Room_Type 1,39,2018,2,8,Offline,0,0,0,98.94,2,0
2666,2,0,2,0,Meal Plan 1,0,Room_Type 1,127,2018,7,10,Online,0,0,0,114.3,1,0
2667,2,0,2,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,76.16,1,0
2668,2,0,1,4,Meal Plan 1,0,Room_Type 1,1,2017,8,26,Online,0,0,0,110.8,1,0
2669,2,1,0,2,Meal Plan 1,0,Room_Type 1,244,2018,12,21,Online,0,0,0,94.5,2,1
2670,2,0,2,2,Meal Plan 2,0,Room_Type 1,147,2018,10,8,Offline,0,0,0,128.76,0,0
2671,2,1,1,2,Meal Plan 1,0,Room_Type 1,40,2018,6,27,Online,0,0,0,128.1,0,1
2672,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,0
2673,2,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,17,Online,0,0,0,115.89,1,0
2674,2,0,1,1,Meal Plan 1,0,Room_Type 1,105,2018,6,11,Online,0,0,0,126.9,1,0
2675,3,0,1,3,Meal Plan 1,0,Room_Type 4,33,2018,10,10,Online,0,0,0,186,1,1
2676,2,0,1,2,Meal Plan 1,0,Room_Type 4,78,2018,3,25,Online,0,0,0,105.3,0,1
2677,2,1,2,5,Meal Plan 2,0,Room_Type 4,93,2018,10,22,Online,0,0,0,150.56,1,1
2678,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,5,Offline,0,0,0,65,1,0
2679,2,0,0,3,Meal Plan 1,0,Room_Type 1,80,2018,11,10,Online,0,0,0,120.9,2,0
2680,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,3,4,Online,0,0,0,107,0,0
2681,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,0,0
2682,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,0
2683,1,0,1,3,Meal Plan 2,0,Room_Type 1,4,2018,3,7,Offline,0,0,0,88,0,0
2684,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,4,28,Offline,0,0,0,95,0,0
2685,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2018,8,30,Online,0,0,0,119,1,0
2686,2,0,2,2,Not Selected,0,Room_Type 1,76,2018,3,18,Online,0,0,0,72.25,0,0
2687,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70,0,1
2688,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,12,19,Online,1,0,2,55.6,0,0
2689,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,10,7,Online,0,0,0,132.3,3,0
2690,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Online,0,0,0,65,0,1
2691,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,10,14,Corporate,0,0,0,95,0,0
2692,2,0,0,2,Meal Plan 1,1,Room_Type 4,51,2018,8,23,Online,0,0,0,158.4,1,0
2693,2,0,1,1,Meal Plan 2,0,Room_Type 1,4,2018,5,21,Offline,0,0,0,112,1,0
2694,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,8,22,Online,0,0,0,90,2,0
2695,2,0,0,3,Meal Plan 1,0,Room_Type 1,256,2018,10,20,Online,0,0,0,96.3,3,0
2696,1,0,4,10,Meal Plan 1,0,Room_Type 4,64,2018,4,1,Online,0,0,0,109.65,1,1
2697,3,0,2,1,Meal Plan 1,0,Room_Type 4,41,2018,3,12,Online,0,0,0,114.3,0,0
2698,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Online,0,0,0,115,0,1
2699,2,0,2,3,Meal Plan 1,0,Room_Type 4,46,2018,9,9,Online,0,0,0,158.4,0,0
2700,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,1,Online,0,0,0,89,0,0
2701,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,6,Corporate,1,0,5,67,0,0
2702,2,0,2,2,Meal Plan 1,0,Room_Type 4,44,2018,4,23,Online,0,0,0,117.15,1,0
2703,2,0,1,0,Meal Plan 1,0,Room_Type 6,4,2018,11,20,Online,0,0,0,133.98,1,0
2704,2,0,1,1,Meal Plan 1,0,Room_Type 1,28,2017,10,12,Online,0,0,0,110.65,2,0
2705,2,0,2,2,Meal Plan 1,0,Room_Type 4,43,2018,5,21,Online,0,0,0,140.4,1,0
2706,2,0,0,3,Meal Plan 1,0,Room_Type 1,154,2018,4,19,Offline,0,0,0,75,0,0
2707,3,0,1,4,Meal Plan 1,1,Room_Type 4,103,2018,8,1,Online,0,0,0,146.7,0,0
2708,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,1,Offline,0,0,0,96,0,0
2709,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2017,10,22,Online,0,0,0,96.3,1,0
2710,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80,0,0
2711,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,1
2712,2,0,1,2,Not Selected,0,Room_Type 1,4,2018,7,8,Online,0,0,0,139,1,0
2713,3,0,1,3,Meal Plan 2,0,Room_Type 4,45,2018,6,27,Online,0,0,0,157.68,2,0
2714,2,0,0,1,Meal Plan 1,0,Room_Type 4,116,2018,10,29,Online,0,0,0,104.4,0,0
2715,2,0,2,1,Not Selected,0,Room_Type 1,67,2017,12,5,Online,0,0,0,95.4,2,0
2716,1,0,1,0,Meal Plan 1,0,Room_Type 1,38,2018,2,15,Online,0,0,0,67.5,1,1
2717,2,0,0,2,Meal Plan 1,0,Room_Type 1,69,2018,4,27,Online,0,0,0,105.3,0,1
2718,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,7,8,Online,0,0,0,143.5,0,0
2719,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,13,Corporate,0,0,0,79,1,0
2720,1,0,2,5,Meal Plan 1,0,Room_Type 1,253,2017,9,12,Online,0,0,0,80.75,2,0
2721,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,1
2722,2,0,0,1,Meal Plan 1,0,Room_Type 1,83,2018,7,23,Online,0,0,0,105.3,1,0
2723,2,0,2,2,Not Selected,0,Room_Type 1,56,2018,12,16,Online,0,0,0,67.32,0,1
2724,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,8,8,Corporate,0,0,0,65,0,1
2725,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70,0,0
2726,3,0,0,2,Meal Plan 1,0,Room_Type 4,103,2018,8,2,Online,0,0,0,137.7,1,0
2727,2,0,1,2,Meal Plan 1,0,Room_Type 1,63,2018,4,25,Online,0,0,0,105.6,1,0
2728,2,0,1,3,Not Selected,0,Room_Type 1,97,2017,12,28,Online,0,0,0,53.38,0,0
2729,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,1
2730,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87,0,0
2731,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108,0,1
2732,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,13,Corporate,1,0,2,42,1,0
2733,2,0,1,5,Meal Plan 1,0,Room_Type 4,113,2018,7,5,Online,0,0,0,92.94,0,0
2734,2,0,2,0,Meal Plan 1,0,Room_Type 1,167,2018,7,3,Online,0,0,0,77.03,0,1
2735,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75,0,0
2736,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,3,18,Online,0,0,0,125,1,0
2737,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2017,9,25,Online,0,0,0,200,2,0
2738,2,0,2,2,Meal Plan 1,0,Room_Type 1,249,2018,10,22,Online,0,0,0,89.25,0,1
2739,2,0,1,3,Meal Plan 1,0,Room_Type 4,18,2018,6,2,Online,0,0,0,140.9,1,0
2740,2,0,0,3,Meal Plan 1,0,Room_Type 1,77,2017,12,31,Online,0,0,0,109.93,1,0
2741,3,0,1,0,Meal Plan 1,0,Room_Type 4,25,2018,9,18,Online,0,0,0,185,0,0
2742,2,2,1,0,Meal Plan 1,0,Room_Type 6,56,2018,12,19,Online,0,0,0,156.6,0,1
2743,2,0,0,4,Meal Plan 1,0,Room_Type 2,204,2018,7,12,Online,0,0,0,81.81,0,1
2744,2,0,0,4,Meal Plan 1,0,Room_Type 1,159,2017,12,29,Offline,0,0,0,70.5,0,0
2745,2,0,2,6,Meal Plan 1,0,Room_Type 1,24,2017,9,1,Offline,0,0,0,53.85,0,0
2746,2,1,2,2,Meal Plan 1,0,Room_Type 1,141,2018,9,4,Online,0,0,0,149.85,2,0
2747,1,0,1,3,Meal Plan 1,0,Room_Type 4,58,2018,9,8,Offline,0,0,0,90.95,1,0
